ProspectType,ActionType,SubAction,Nationality,IDType,ID,ActionDate
Live-In,Placements,New Family,Filipina,Contract,1024070,2023-07-14 17:16:25
Live-In,Placements,New Family,Filipina,Contract,1024084,2023-07-15 14:51:14
Live-In,Placements,New Family,Filipina,Contract,1024085,2023-07-15 15:11:32
Live-In,Placements,New Family,Filipina,Contract,1024092,2023-07-15 18:09:48
Live-In,Placements,New Family,Filipina,Contract,1024097,2023-07-16 10:48:39
Live-In,Placements,New Family,Filipina,Contract,1024100,2023-07-16 12:38:30
Live-In,Placements,New Family,Filipina,Contract,1024101,2023-07-16 12:55:55
Live-In,Placements,New Family,Filipina,Contract,1024107,2023-07-16 17:17:20
Live-In,Placements,New Family,Filipina,Contract,1024112,2023-07-17 08:29:36
Live-In,Placements,New Family,Filipina,Contract,1024118,2023-07-17 14:49:59
Live-In,Placements,New Family,Filipina,Contract,1024123,2023-07-17 15:04:14
Live-In,Placements,New Family,Filipina,Contract,1024125,2023-07-17 17:52:38
Live-In,Placements,New Family,Filipina,Contract,1024127,2023-07-17 19:42:29
Live-In,Placements,New Family,Filipina,Contract,1024128,2023-07-17 21:27:35
Live-In,Placements,New Family,Filipina,Contract,1024130,2023-07-18 02:06:56
Live-In,Placements,New Family,Filipina,Contract,1024132,2023-07-18 08:36:25
Live-In,Placements,New Family,Filipina,Contract,1024133,2023-07-18 09:00:59
Live-In,Placements,New Family,Filipina,Contract,1024141,2023-07-18 12:43:45
Live-In,Placements,New Family,Filipina,Contract,1024148,2023-07-18 18:32:54
Live-In,Placements,New Family,Filipina,Contract,1024155,2023-07-19 16:15:35
Live-In,Placements,New Family,Filipina,Contract,1024158,2023-07-19 17:30:46
Live-In,Placements,New Family,Filipina,Contract,1024160,2023-07-19 20:22:33
Live-In,Placements,New Family,Filipina,Contract,1024163,2023-07-19 22:50:09
Live-In,Placements,New Family,Filipina,Contract,1024169,2023-07-20 12:39:27
Live-In,Placements,New Family,Filipina,Contract,1024170,2023-07-20 13:01:16
Live-In,Placements,New Family,Filipina,Contract,1024175,2023-07-20 17:25:58
Live-In,Placements,New Family,Filipina,Contract,1024178,2023-07-20 19:42:17
Live-In,Placements,New Family,Filipina,Contract,1024183,2023-07-21 08:08:34
Live-In,Placements,New Family,Filipina,Contract,1024186,2023-07-21 10:12:16
Live-In,Placements,New Family,Filipina,Contract,1024188,2023-07-21 14:51:33
Live-In,Placements,New Family,Filipina,Contract,1024191,2023-07-21 17:31:30
Live-In,Placements,New Family,Filipina,Contract,1024202,2023-07-22 12:26:38
Live-In,Placements,New Family,Filipina,Contract,1024207,2023-07-22 15:46:35
Live-In,Placements,New Family,Filipina,Contract,1024208,2023-07-22 17:45:14
Live-In,Placements,New Family,Filipina,Contract,1024223,2023-07-23 11:49:06
Live-In,Placements,New Family,Filipina,Contract,1024228,2023-07-23 16:00:35
Live-In,Placements,New Family,Filipina,Contract,1024229,2023-07-23 17:09:27
Live-In,Placements,New Family,Filipina,Contract,1024234,2023-07-23 18:40:43
Live-In,Placements,New Family,Filipina,Contract,1024242,2023-07-24 08:02:16
Live-In,Placements,New Family,Filipina,Contract,1024244,2023-07-24 10:29:45
Live-In,Placements,New Family,Filipina,Contract,1024248,2023-07-24 15:08:26
Live-In,Placements,New Family,Filipina,Contract,1024261,2023-07-25 11:12:39
Live-In,Placements,New Family,Filipina,Contract,1024263,2023-07-25 13:43:30
Live-In,Placements,New Family,Filipina,Contract,1024274,2023-07-25 18:21:14
Live-In,Placements,New Family,Filipina,Contract,1024275,2023-07-25 18:59:55
Live-In,Placements,New Family,Filipina,Contract,1024277,2023-07-25 19:12:19
Live-In,Placements,New Family,Filipina,Contract,1024281,2023-07-26 11:24:33
Live-In,Placements,New Family,Filipina,Contract,1024285,2023-07-26 13:37:51
Live-In,Placements,New Family,Filipina,Contract,1024290,2023-07-26 16:47:41
Live-In,Placements,New Family,Filipina,Contract,1024292,2023-07-26 17:06:55
Live-In,Placements,New Family,Filipina,Contract,1024298,2023-07-26 19:06:16
Live-In,Placements,New Family,Filipina,Contract,1024299,2023-07-27 08:03:17
Live-In,Placements,New Family,Filipina,Contract,1024305,2023-07-27 12:58:46
Live-In,Placements,New Family,Filipina,Contract,1024312,2023-07-27 16:52:48
Live-In,Placements,New Family,Filipina,Contract,1024313,2023-07-27 17:53:19
Live-In,Placements,New Family,Filipina,Contract,1024315,2023-07-27 19:14:53
Live-In,Placements,New Family,Filipina,Contract,1024316,2023-07-27 19:25:43
Live-In,Placements,New Family,Filipina,Contract,1024328,2023-07-28 12:57:19
Live-In,Placements,New Family,Filipina,Contract,1024332,2023-07-28 13:52:47
Live-In,Placements,New Family,Filipina,Contract,1024335,2023-07-28 14:47:19
Live-In,Placements,New Family,Filipina,Contract,1024336,2023-07-28 15:31:58
Live-In,Placements,New Family,Filipina,Contract,1024340,2023-07-28 21:52:56
Live-In,Placements,New Family,Filipina,Contract,1024343,2023-07-29 08:05:37
Live-In,Placements,New Family,Filipina,Contract,1024344,2023-07-29 08:06:42
Live-In,Placements,New Family,Filipina,Contract,1024347,2023-07-29 10:43:50
Live-In,Placements,New Family,Filipina,Contract,1024355,2023-07-29 14:28:24
Live-In,Placements,New Family,Filipina,Contract,1024357,2023-07-29 15:14:23
Live-In,Placements,New Family,Filipina,Contract,1024359,2023-07-29 17:52:14
Live-In,Placements,New Family,Filipina,Contract,1024360,2023-07-29 17:55:01
Live-In,Placements,New Family,Filipina,Contract,1024366,2023-07-29 21:19:11
Live-In,Placements,New Family,Filipina,Contract,1024368,2023-07-30 06:19:23
Live-In,Placements,New Family,Filipina,Contract,1024369,2023-07-30 07:54:26
Live-In,Placements,New Family,Filipina,Contract,1024374,2023-07-30 11:40:35
Live-In,Placements,New Family,Filipina,Contract,1024375,2023-07-30 12:05:47
Live-In,Placements,New Family,Filipina,Contract,1024378,2023-07-30 15:37:36
Live-In,Placements,New Family,Filipina,Contract,1024380,2023-07-30 16:10:32
Live-In,Placements,New Family,Filipina,Contract,1024387,2023-07-30 21:09:40
Live-In,Placements,New Family,Filipina,Contract,1024422,2023-07-31 15:03:22
Live-In,Placements,New Family,Filipina,Contract,1024431,2023-07-31 16:10:33
Live-In,Placements,New Family,Filipina,Contract,1024457,2023-08-01 08:17:31
Live-In,Placements,New Family,Filipina,Contract,1024459,2023-08-01 09:32:15
Live-In,Placements,New Family,Filipina,Contract,1024464,2023-08-01 12:18:55
Live-In,Placements,New Family,Filipina,Contract,1024466,2023-08-01 12:36:41
Live-In,Placements,New Family,Filipina,Contract,1024468,2023-08-01 12:57:22
Live-In,Placements,New Family,Filipina,Contract,1024470,2023-08-01 13:38:16
Live-In,Placements,New Family,Filipina,Contract,1024471,2023-08-01 13:53:48
Live-In,Placements,New Family,Filipina,Contract,1024474,2023-08-01 15:15:19
Live-In,Placements,New Family,Filipina,Contract,1024475,2023-08-01 15:36:23
Live-In,Placements,New Family,Filipina,Contract,1024488,2023-08-01 21:32:02
Live-In,Placements,New Family,Filipina,Contract,1024489,2023-08-01 21:48:57
Live-In,Placements,New Family,Filipina,Contract,1024499,2023-08-02 13:14:26
Live-In,Placements,New Family,Filipina,Contract,1024519,2023-08-02 21:48:09
Live-In,Placements,New Family,Filipina,Contract,1024524,2023-08-03 08:24:03
Live-In,Placements,New Family,Filipina,Contract,1024527,2023-08-03 08:55:14
Live-In,Placements,New Family,Filipina,Contract,1024531,2023-08-03 11:07:39
Live-In,Placements,New Family,Filipina,Contract,1024535,2023-08-03 13:45:40
Live-In,Placements,New Family,Filipina,Contract,1024539,2023-08-03 14:49:22
Live-In,Placements,New Family,Filipina,Contract,1024547,2023-08-03 19:34:21
Live-In,Placements,New Family,Filipina,Contract,1024557,2023-08-04 11:10:47
Live-In,Placements,New Family,Filipina,Contract,1024570,2023-08-04 15:27:56
Live-In,Placements,New Family,Filipina,Contract,1024581,2023-08-05 09:47:07
Live-In,Placements,New Family,Filipina,Contract,1024584,2023-08-05 12:04:05
Live-In,Placements,New Family,Filipina,Contract,1024588,2023-08-05 14:50:32
Live-In,Placements,New Family,Filipina,Contract,1024589,2023-08-05 14:50:59
Live-In,Placements,New Family,Filipina,Contract,1024597,2023-08-05 22:40:07
Live-In,Placements,New Family,Filipina,Contract,1024601,2023-08-06 09:43:59
Live-In,Placements,New Family,Filipina,Contract,1024611,2023-08-06 15:05:41
Live-In,Placements,New Family,Filipina,Contract,1024617,2023-08-06 20:28:26
Live-In,Placements,New Family,Filipina,Contract,1024628,2023-08-07 13:42:54
Live-In,Placements,New Family,Filipina,Contract,1024629,2023-08-07 14:15:38
Live-In,Placements,New Family,Filipina,Contract,1024630,2023-08-07 14:43:57
Live-In,Placements,New Family,Filipina,Contract,1024632,2023-08-07 15:37:19
Live-In,Placements,New Family,Filipina,Contract,1024633,2023-08-07 15:54:27
Live-In,Placements,New Family,Filipina,Contract,1024634,2023-08-07 15:57:30
Live-In,Placements,New Family,Filipina,Contract,1024655,2023-08-08 15:44:40
Live-In,Placements,New Family,Filipina,Contract,1024660,2023-08-08 17:06:49
Live-In,Placements,New Family,Filipina,Contract,1024666,2023-08-08 20:23:20
Live-In,Placements,New Family,Filipina,Contract,1024668,2023-08-08 20:48:51
Live-In,Placements,New Family,Filipina,Contract,1024672,2023-08-09 08:27:18
Live-In,Placements,New Family,Filipina,Contract,1024674,2023-08-09 10:30:37
Live-In,Placements,New Family,Filipina,Contract,1024676,2023-08-09 11:44:43
Live-In,Placements,New Family,Filipina,Contract,1024686,2023-08-09 18:08:25
Live-In,Placements,New Family,Filipina,Contract,1024695,2023-08-10 10:23:51
Live-In,Placements,New Family,Filipina,Contract,1024697,2023-08-10 11:55:12
Live-In,Placements,New Family,Filipina,Contract,1024698,2023-08-10 13:00:33
Live-In,Placements,New Family,Filipina,Contract,1024707,2023-08-10 16:10:06
Live-In,Placements,New Family,Filipina,Contract,1024721,2023-08-11 08:03:11
Live-In,Placements,New Family,Filipina,Contract,1024739,2023-08-11 13:44:08
Live-In,Placements,New Family,Filipina,Contract,1024741,2023-08-11 14:24:15
Live-In,Placements,New Family,Filipina,Contract,1024758,2023-08-11 19:54:05
Live-In,Placements,New Family,Filipina,Contract,1024761,2023-08-11 21:15:20
Live-In,Placements,New Family,Filipina,Contract,1024768,2023-08-12 12:34:04
Live-In,Placements,New Family,Filipina,Contract,1024781,2023-08-12 21:34:12
Live-In,Placements,New Family,Filipina,Contract,1024784,2023-08-13 10:44:45
Live-In,Placements,New Family,Filipina,Contract,1024785,2023-08-13 10:50:14
Live-In,Placements,New Family,Filipina,Contract,1024786,2023-08-13 11:16:12
Live-In,Placements,New Family,Filipina,Contract,1024800,2023-08-13 18:50:51
Live-In,Placements,New Family,Filipina,Contract,1024804,2023-08-13 20:40:41
Live-In,Placements,New Family,Filipina,Contract,1024806,2023-08-14 02:40:47
Live-In,Placements,New Family,Filipina,Contract,1024816,2023-08-14 13:16:02
Live-In,Placements,New Family,Filipina,Contract,1024819,2023-08-14 13:57:09
Live-In,Placements,New Family,Filipina,Contract,1024820,2023-08-14 14:20:52
Live-In,Placements,New Family,Filipina,Contract,1024821,2023-08-14 14:46:42
Live-In,Placements,New Family,Filipina,Contract,1024834,2023-08-15 08:41:40
Live-In,Placements,New Family,Filipina,Contract,1024837,2023-08-15 10:28:04
Live-In,Placements,New Family,Filipina,Contract,1024839,2023-08-15 10:50:07
Live-In,Placements,New Family,Filipina,Contract,1024842,2023-08-15 11:49:27
Live-In,Placements,New Family,Filipina,Contract,1024845,2023-08-15 12:06:53
Live-In,Placements,New Family,Filipina,Contract,1024848,2023-08-15 12:47:26
Live-In,Placements,New Family,Filipina,Contract,1024849,2023-08-15 12:48:48
Live-In,Placements,New Family,Filipina,Contract,1024850,2023-08-15 13:03:35
Live-In,Placements,New Family,Filipina,Contract,1024856,2023-08-15 14:42:07
Live-In,Placements,New Family,Filipina,Contract,1024857,2023-08-15 15:41:31
Live-In,Placements,New Family,Filipina,Contract,1024859,2023-08-15 17:14:09
Live-In,Placements,New Family,Filipina,Contract,1024861,2023-08-15 17:45:17
Live-In,Placements,New Family,Filipina,Contract,1024862,2023-08-15 18:08:51
Live-In,Placements,New Family,Filipina,Contract,1024863,2023-08-15 19:53:57
Live-In,Placements,New Family,Filipina,Contract,1024866,2023-08-16 08:15:04
Live-In,Placements,New Family,Filipina,Contract,1024868,2023-08-16 08:45:13
Live-In,Placements,New Family,Filipina,Contract,1024872,2023-08-16 11:23:14
Live-In,Placements,New Family,Filipina,Contract,1024881,2023-08-16 14:58:02
Live-In,Placements,New Family,Filipina,Contract,1024893,2023-08-16 22:14:08
Live-In,Placements,New Family,Filipina,Contract,1024897,2023-08-17 09:34:26
Live-In,Placements,New Family,Filipina,Contract,1024898,2023-08-17 09:34:58
Live-In,Placements,New Family,Filipina,Contract,1024899,2023-08-17 09:35:49
Live-In,Placements,New Family,Filipina,Contract,1024905,2023-08-17 12:19:56
Live-In,Placements,New Family,Filipina,Contract,1024908,2023-08-17 14:38:59
Live-In,Placements,New Family,Filipina,Contract,1024910,2023-08-17 14:55:55
Live-In,Placements,New Family,Filipina,Contract,1024911,2023-08-17 15:02:27
Live-In,Placements,New Family,Filipina,Contract,1024916,2023-08-17 17:50:14
Live-In,Placements,New Family,Filipina,Contract,1024917,2023-08-17 18:07:47
Live-In,Placements,New Family,Filipina,Contract,1024920,2023-08-17 19:42:17
Live-In,Placements,New Family,Filipina,Contract,1024929,2023-08-18 08:02:02
Live-In,Placements,New Family,Filipina,Contract,1024933,2023-08-18 10:06:03
Live-In,Placements,New Family,Filipina,Contract,1024938,2023-08-18 12:20:38
Live-In,Placements,New Family,Filipina,Contract,1024939,2023-08-18 12:34:53
Live-In,Placements,New Family,Filipina,Contract,1024940,2023-08-18 13:04:24
Live-In,Placements,New Family,Filipina,Contract,1024941,2023-08-18 13:30:03
Live-In,Placements,New Family,Filipina,Contract,1024943,2023-08-18 14:10:17
Live-In,Placements,New Family,Filipina,Contract,1024952,2023-08-18 18:44:18
Live-In,Placements,New Family,Filipina,Contract,1024953,2023-08-18 18:45:27
Live-In,Placements,New Family,Filipina,Contract,1024957,2023-08-19 08:04:45
Live-In,Placements,New Family,Filipina,Contract,1024959,2023-08-19 09:03:05
Live-In,Placements,New Family,Filipina,Contract,1024960,2023-08-19 09:53:51
Live-In,Placements,New Family,Filipina,Contract,1024964,2023-08-19 11:15:21
Live-In,Placements,New Family,Filipina,Contract,1024965,2023-08-19 11:39:08
Live-In,Placements,New Family,Filipina,Contract,1024969,2023-08-19 13:14:23
Live-In,Placements,New Family,Filipina,Contract,1024972,2023-08-19 14:36:29
Live-In,Placements,New Family,Filipina,Contract,1024974,2023-08-19 15:34:19
Live-In,Placements,New Family,Filipina,Contract,1024981,2023-08-19 17:37:14
Live-In,Placements,New Family,Filipina,Contract,1024983,2023-08-19 19:08:37
Live-In,Placements,New Family,Filipina,Contract,1024988,2023-08-20 09:53:06
Live-In,Placements,New Family,Filipina,Contract,1024991,2023-08-20 11:43:11
Live-In,Placements,New Family,Filipina,Contract,1025003,2023-08-20 16:44:42
Live-In,Placements,New Family,Filipina,Contract,1025004,2023-08-20 17:19:35
Live-In,Placements,New Family,Filipina,Contract,1025018,2023-08-21 08:09:44
Live-In,Placements,New Family,Filipina,Contract,1025027,2023-08-21 12:20:58
Live-In,Placements,New Family,Filipina,Contract,1025033,2023-08-21 14:49:21
Live-In,Placements,New Family,Filipina,Contract,1025037,2023-08-21 15:24:14
Live-In,Placements,New Family,Filipina,Contract,1025038,2023-08-21 15:27:46
Live-In,Placements,New Family,Filipina,Contract,1025042,2023-08-21 16:51:47
Live-In,Placements,New Family,Filipina,Contract,1025048,2023-08-21 17:54:37
Live-In,Placements,New Family,Filipina,Contract,1025056,2023-08-21 21:51:07
Live-In,Placements,New Family,Filipina,Contract,1025060,2023-08-22 08:11:42
Live-In,Placements,New Family,Filipina,Contract,1025061,2023-08-22 08:13:26
Live-In,Placements,New Family,Filipina,Contract,1025062,2023-08-22 08:15:04
Live-In,Placements,New Family,Filipina,Contract,1025072,2023-08-22 12:32:54
Live-In,Placements,New Family,Filipina,Contract,1025080,2023-08-22 15:40:48
Live-In,Placements,New Family,Filipina,Contract,1025084,2023-08-22 16:57:07
Live-In,Placements,New Family,Filipina,Contract,1025085,2023-08-22 17:07:07
Live-In,Placements,New Family,Filipina,Contract,1025093,2023-08-22 21:55:42
Live-In,Placements,New Family,Filipina,Contract,1025095,2023-08-23 08:13:04
Live-In,Placements,New Family,Filipina,Contract,1025096,2023-08-23 08:13:55
Live-In,Placements,New Family,Filipina,Contract,1025097,2023-08-23 08:15:58
Live-In,Placements,New Family,Filipina,Contract,1025099,2023-08-23 09:45:44
Live-In,Placements,New Family,Filipina,Contract,1025101,2023-08-23 11:01:40
Live-In,Placements,New Family,Filipina,Contract,1025105,2023-08-23 11:15:06
Live-In,Placements,New Family,Filipina,Contract,1025107,2023-08-23 14:02:59
Live-In,Placements,New Family,Filipina,Contract,1025108,2023-08-23 15:17:30
Live-In,Placements,New Family,Filipina,Contract,1025113,2023-08-23 18:11:07
Live-In,Placements,New Family,Filipina,Contract,1025114,2023-08-23 18:18:15
Live-In,Placements,New Family,Filipina,Contract,1025116,2023-08-23 18:38:25
Live-In,Placements,New Family,Filipina,Contract,1025120,2023-08-23 19:53:26
Live-In,Placements,New Family,Filipina,Contract,1025122,2023-08-23 21:47:16
Live-In,Placements,New Family,Filipina,Contract,1025123,2023-08-23 22:26:02
Live-In,Placements,New Family,Filipina,Contract,1025129,2023-08-24 09:15:32
Live-In,Placements,New Family,Filipina,Contract,1025136,2023-08-24 10:33:09
